"GEO_ID","NAME","B27010_001E","B27010_001M","B27010_002E","B27010_002M","B27010_003E","B27010_003M","B27010_004E","B27010_004M","B27010_005E","B27010_005M","B27010_006E","B27010_006M","B27010_007E","B27010_007M","B27010_008E","B27010_008M","B27010_009E","B27010_009M","B27010_010E","B27010_010M","B27010_011E","B27010_011M","B27010_012E","B27010_012M","B27010_013E","B27010_013M","B27010_014E","B27010_014M","B27010_015E","B27010_015M","B27010_016E","B27010_016M","B27010_017E","B27010_017M","B27010_018E","B27010_018M","B27010_019E","B27010_019M","B27010_020E","B27010_020M","B27010_021E","B27010_021M","B27010_022E","B27010_022M","B27010_023E","B27010_023M","B27010_024E","B27010_024M","B27010_025E","B27010_025M","B27010_026E","B27010_026M","B27010_027E","B27010_027M","B27010_028E","B27010_028M","B27010_029E","B27010_029M","B27010_030E","B27010_030M","B27010_031E","B27010_031M","B27010_032E","B27010_032M","B27010_033E","B27010_033M","B27010_034E","B27010_034M","B27010_035E","B27010_035M","B27010_036E","B27010_036M","B27010_037E","B27010_037M","B27010_038E","B27010_038M","B27010_039E","B27010_039M","B27010_040E","B27010_040M","B27010_041E","B27010_041M","B27010_042E","B27010_042M","B27010_043E","B27010_043M","B27010_044E","B27010_044M","B27010_045E","B27010_045M","B27010_046E","B27010_046M","B27010_047E","B27010_047M","B27010_048E","B27010_048M","B27010_049E","B27010_049M","B27010_050E","B27010_050M","B27010_051E","B27010_051M","B27010_052E","B27010_052M","B27010_053E","B27010_053M","B27010_054E","B27010_054M","B27010_055E","B27010_055M","B27010_056E","B27010_056M","B27010_057E","B27010_057M","B27010_058E","B27010_058M","B27010_059E","B27010_059M","B27010_060E","B27010_060M","B27010_061E","B27010_061M","B27010_062E","B27010_062M","B27010_063E","B27010_063M","B27010_064E","B27010_064M","B27010_065E","B27010_065M","B27010_066E","B27010_066M",
"1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts","2086","172","607","111","570","113","241","90","12","13","0","12","317","110","0","12","0","12","37","34","0","12","0","12","0","12","0","12","0","12","37","34","0","12","642","125","552","114","350","101","61","52","0","12","141","61","0","12","0","12","66","55","38","50","0","12","0","12","0","12","0","12","28","22","24","25","704","87","641","92","360","86","37","20","0","12","244","83","0","12","0","12","32","24","5","8","0","12","9","14","18","17","0","12","0","12","0","12","31","35","133","49","31","22","8","11","0","12","23","20","0","12","0","12","88","41","0","12","9","13","23","27","46","31","0","12","0","12","10","16","14","20",
"1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts","2864","284","287","88","287","88","274","92","0","12","0","12","13","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1624","298","1574","297","1264","259","125","92","0","12","178","132","7","11","0","12","43","35","31","31","0","12","0","12","0","12","0","12","12","17","7","11","720","126","656","126","557","113","61","53","0","12","38","30","0","12","0","12","62","54","12","23","10","16","0","12","36","31","0","12","0","12","4","23","2","10","233","85","83","69","11","16","14","22","58","64","0","12","0","12","150","62","0","12","12","16","5","12","74","65","0","12","0","12","59","39","0","12",
"1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts","2893","257","437","102","437","102","269","115","13","20","0","12","155","126","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1473","290","1390","287","1130","263","183","98","0","12","77","86","0","12","0","12","83","63","53","52","0","12","0","12","0","12","0","12","30","38","0","12","716","135","690","131","494","125","32","31","0","12","164","109","0","12","0","12","22","22","1","6","0","12","0","12","11","15","0","12","0","12","10","16","4","8","267","85","91","59","7","11","0","12","84","57","0","12","0","12","176","63","0","12","30","32","24","24","68","62","0","12","0","12","54","47","0","12",
"1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts","2250","258","383","110","361","106","258","66","0","12","0","12","103","97","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","36","950","177","939","177","773","195","86","55","9","30","71","74","0","12","0","12","11","18","11","18","0","12","0","12","0","12","0","12","0","12","0","12","669","132","558","118","389","109","9","14","32","52","128","83","0","12","0","12","61","45","8","14","0","12","0","12","42","46","0","12","5","10","6","10","50","54","248","67","113","73","8","13","0","12","105","73","0","12","0","12","131","74","0","12","53","62","42","47","8","13","0","12","0","12","28","29","4","15",
"1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts","2332","200","293","46","262","48","238","48","7","10","0","12","17","18","0","12","0","12","25","24","0","12","0","12","0","12","0","12","0","12","25","24","6","10","1189","176","1109","161","935","154","90","46","0","12","67","43","17","26","0","12","39","28","6","10","0","12","8","11","0","12","0","12","25","21","41","27","664","93","608","85","455","80","107","89","0","12","46","35","0","12","0","12","40","24","14","14","7","10","0","12","0","12","0","12","0","12","19","16","16","24","186","34","49","30","6","9","0","12","43","29","0","12","0","12","137","29","0","12","28","27","72","30","29","21","0","12","0","12","8","11","0","12",
"1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts","2916","299","525","214","483","208","320","77","23","25","0","12","140","194","0","12","0","12","42","56","0","12","0","12","0","12","0","12","0","12","42","56","0","12","918","175","874","165","752","180","76","50","0","12","46","47","0","12","0","12","23","24","23","24","0","12","0","12","0","12","0","12","0","12","21","29","1008","161","972","152","852","142","66","43","0","12","54","66","0","12","0","12","36","43","0","12","0","12","0","12","3","7","0","12","0","12","33","42","0","12","465","115","110","62","49","44","0","12","61","41","0","12","0","12","355","90","0","12","203","70","67","60","11","15","0","12","0","12","74","46","0","12",
"1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts","3803","310","365","141","365","141","281","128","17","27","0","12","67","56","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1692","246","1589","231","1149","218","258","105","0","12","182","129","0","12","0","12","77","58","52","52","0","12","14","23","0","12","0","12","11","17","26","29","1146","208","1111","209","739","193","139","80","15","24","218","115","0","12","0","12","35","35","0","12","0","12","0","12","9","14","0","12","0","12","26","32","0","12","600","86","207","88","44","33","0","12","163","88","0","12","0","12","393","74","0","12","100","51","24","23","164","65","0","12","0","12","105","57","0","12",
"1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts","2647","260","206","75","157","69","142","69","10","20","0","12","5","7","0","12","0","12","49","38","8","11","0","12","0","12","0","12","0","12","41","35","0","12","1854","265","1693","224","1266","183","298","112","0","12","129","71","0","12","0","12","132","82","108","70","0","12","0","12","0","12","0","12","24","31","29","39","500","131","461","132","363","115","16","18","0","12","82","61","0","12","0","12","39","25","0","12","0","12","6","10","13","14","0","12","6","10","14","17","0","12","87","47","46","40","6","9","0","12","40","39","0","12","0","12","41","21","0","12","17","17","12","12","5","8","0","12","0","12","7","10","0","12",
"1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts","4888","510","832","133","748","126","483","127","196","92","0","12","69","48","0","12","0","12","78","58","51","48","0","12","0","12","0","12","0","12","27","31","6","11","3789","430","3376","423","2393","360","896","174","8","18","65","39","14","21","0","12","334","106","239","88","0","12","0","12","17","34","0","12","78","55","79","60","253","166","240","164","181","104","43","63","0","12","16","26","0","12","0","12","5","7","5","7","0","12","0","12","0","12","0","12","0","12","0","12","8","15","14","15","0","12","0","12","0","12","0","12","0","12","0","12","14","15","0","12","5","7","0","12","0","12","0","12","0","12","9","14","0","12",
"1400000US25017353200","Census Tract 3532, Middlesex County, Massachusetts","5219","355","583","120","563","118","362","108","56","47","0","17","145","64","0","17","0","17","20","21","9","15","0","17","0","17","0","17","0","17","11","16","0","17","2848","358","2594","347","2219","367","292","137","0","17","64","30","19","29","0","17","122","74","106","74","0","17","4","9","0","17","0","17","12","18","132","115","1323","212","1157","203","867","168","135","72","6","11","149","68","0","17","0","17","147","83","17","25","0","17","0","17","40","34","0","17","4","8","86","67","19","22","465","109","301","107","48","55","0","17","253","96","0","17","0","17","164","59","0","17","72","48","23","26","22","14","0","17","0","17","47","38","0","17",
"1400000US25017353300","Census Tract 3533, Middlesex County, Massachusetts","4452","359","823","173","810","171","729","165","12","18","0","12","69","82","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","20","1690","280","1519","282","1337","286","111","47","0","12","71","50","0","12","0","12","96","63","70","50","0","12","0","12","0","12","0","12","26","28","75","63","1507","196","1449","198","1291","214","119","77","1","4","38","28","0","12","0","12","57","35","25","23","0","12","0","12","15","18","0","12","0","12","17","18","1","4","432","99","245","96","54","68","0","12","182","82","9","14","0","12","187","68","0","12","110","57","19","20","10","15","0","12","0","12","48","36","0","12",
"1400000US25017353400","Census Tract 3534, Middlesex County, Massachusetts","3180","292","583","134","513","142","449","132","19","35","0","12","45","51","0","12","0","12","70","80","0","12","0","12","0","12","0","12","0","12","70","80","0","12","1259","172","1140","190","761","201","242","180","31","50","106","91","0","12","0","12","46","47","0","12","0","12","0","12","0","12","0","12","46","47","73","69","1098","158","1018","149","777","192","51","59","0","12","190","131","0","12","0","12","80","71","39","54","0","12","0","12","17","27","0","12","0","12","24","39","0","12","240","75","94","58","17","19","0","12","77","57","0","12","0","12","146","60","0","12","28","25","23","20","9","15","0","12","0","12","86","50","0","12",
"1400000US25017353500","Census Tract 3535, Middlesex County, Massachusetts","2797","255","489","120","481","123","317","100","0","12","0","12","164","130","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","15","1037","186","996","190","770","169","176","93","0","12","50","39","0","12","0","12","41","32","12","20","0","12","13","20","0","12","0","12","16","24","0","12","993","132","970","135","653","146","103","64","33","49","181","98","0","12","0","12","23","28","10","19","0","12","0","12","0","12","0","12","0","12","13","20","0","12","278","77","104","46","32","32","0","12","72","36","0","12","0","12","174","62","0","12","53","36","37","32","33","40","0","12","10","15","41","34","0","12",
"1400000US25017353600","Census Tract 3536, Middlesex County, Massachusetts","4857","421","859","138","796","124","612","116","155","54","0","12","29","35","0","12","0","12","43","34","36","32","0","12","0","12","0","12","0","12","7","11","20","23","2636","327","2294","298","1620","248","587","141","0","12","75","37","12","18","0","12","286","120","228","97","0","12","2","5","0","12","0","12","56","40","56","41","982","186","964","189","789","196","116","60","7","11","52","47","0","12","0","12","18","19","0","12","0","12","0","12","0","12","0","12","0","12","18","19","0","12","380","93","144","58","28","25","0","12","116","55","0","12","0","12","236","73","0","12","100","55","81","48","3","6","0","12","0","12","52","38","0","12",
"1400000US25017353700","Census Tract 3537, Middlesex County, Massachusetts","5851","540","1087","259","974","245","651","183","199","89","0","17","124","105","0","17","0","17","106","63","81","50","0","17","0","17","0","17","0","17","25","33","7","14","3164","439","2883","383","2064","370","693","137","0","17","93","52","22","45","11","17","242","100","155","75","0","17","0","17","22","27","0","17","65","57","39","32","1003","168","901","145","673","115","97","61","0","17","108","77","23","45","0","17","79","65","11","16","4","10","0","17","33","54","0","17","0","17","31","26","23","36","597","140","209","65","56","40","8","12","145","55","0","17","0","17","388","142","0","17","127","105","166","87","15","24","0","17","27","35","53","38","0","17",
"1400000US25017353800","Census Tract 3538, Middlesex County, Massachusetts","4457","416","293","138","293","138","198","112","72","84","0","12","23","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","2149","354","1960","352","1624","327","326","152","0","12","10","20","0","12","0","12","61","54","27","30","0","12","0","12","0","12","0","12","34","45","128","196","1531","242","1358","248","1013","258","186","123","0","12","159","99","0","12","0","12","154","101","53","52","31","48","2","16","17","24","0","12","0","12","51","76","19","33","484","127","248","109","97","69","0","12","151","93","0","12","0","12","236","106","0","12","137","84","29","45","17","28","0","12","0","12","53","46","0","12",
"1400000US25017353900","Census Tract 3539, Middlesex County, Massachusetts","6039","616","814","182","722","163","476","150","179","106","0","17","67","44","0","17","0","17","83","60","67","58","0","17","0","17","0","17","0","17","16","23","9","17","4322","558","3849","505","2517","424","1232","246","0","17","62","48","27","32","11","17","390","163","255","114","0","17","0","17","0","17","0","17","135","94","83","57","732","218","703","214","518","149","91","65","9","14","77","95","8","16","0","17","29","35","18","30","0","17","0","17","11","17","0","17","0","17","0","17","0","17","171","51","65","41","25","29","0","17","40","33","0","17","0","17","106","57","0","17","14","15","26","31","20","27","0","17","0","17","46","37","0","17",
"1400000US25017354000","Census Tract 3540, Middlesex County, Massachusetts","4414","425","426","192","384","166","236","95","148","143","0","12","0","12","0","12","0","12","33","38","7","10","0","12","0","12","0","12","0","12","26","37","9","19","2443","365","2256","344","1478","223","711","237","0","12","67","48","0","12","0","12","154","92","116","67","0","12","0","12","0","12","0","12","38","51","33","37","942","163","878","176","618","163","231","95","0","12","12","16","0","12","17","34","38","27","6","10","0","12","0","12","8","13","0","12","0","12","24","22","26","38","603","82","181","56","67","43","8","13","106","48","0","12","0","12","422","84","0","12","228","81","95","46","12","15","0","12","0","12","87","39","0","12",
"1400000US25017354100","Census Tract 3541, Middlesex County, Massachusetts","2921","291","317","119","307","120","212","56","10","19","71","97","14","18","0","12","0","12","5","9","5","9","0","12","0","12","0","12","0","12","0","12","5","9","1180","188","1146","187","980","182","129","75","0","12","37","39","0","12","0","12","34","33","34","33","0","12","0","12","0","12","0","12","0","12","0","12","751","156","699","143","593","136","31","23","0","12","75","55","0","12","0","12","24","25","21","24","0","12","0","12","0","12","0","12","0","12","3","8","28","46","673","95","156","61","28","26","3","8","125","57","0","12","0","12","517","101","0","12","218","81","198","76","27","24","0","12","0","12","74","46","0","12",
"1400000US25017354200","Census Tract 3542, Middlesex County, Massachusetts","3214","238","750","107","745","106","655","115","46","57","0","12","44","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","9","312","100","306","99","253","93","43","38","10","16","0","12","0","12","0","12","6","12","6","12","0","12","0","12","0","12","0","12","0","12","0","12","1267","135","1210","136","1027","158","182","85","0","12","1","3","0","12","0","12","29","26","8","13","0","12","0","12","0","12","0","12","0","12","21","23","28","33","885","103","227","91","50","41","24","38","153","82","0","12","0","12","639","119","8","13","310","108","151","62","19","23","0","12","0","12","151","63","19","31",
"1400000US25017354300","Census Tract 3543, Middlesex County, Massachusetts","3373","252","697","133","691","132","437","118","52","43","0","12","202","125","0","12","0","12","6","10","0","12","0","12","0","12","0","12","0","12","6","10","0","12","913","184","841","163","678","162","16","21","0","12","147","89","0","12","0","12","43","53","12","18","0","12","0","12","0","12","0","12","31","50","29","46","1273","153","1155","159","919","158","222","93","0","12","14","21","0","12","0","12","68","49","18","20","15","23","0","12","15","22","0","12","0","12","20","28","50","55","490","91","236","74","48","32","0","12","188","68","0","12","0","12","254","75","0","12","94","42","37","30","47","45","0","12","0","12","76","45","0","12",
"1400000US25017354400","Census Tract 3544, Middlesex County, Massachusetts","1727","149","316","67","268","62","253","61","0","12","0","12","15","17","0","12","0","12","48","41","9","14","0","12","0","12","0","12","0","12","39","36","0","12","306","89","293","89","237","76","35","30","0","12","21","18","0","12","0","12","6","9","0","12","0","12","0","12","0","12","0","12","6","9","7","10","770","96","689","88","562","89","93","42","0","12","34","19","0","12","0","12","81","69","26","19","0","12","0","12","0","12","0","12","0","12","55","62","0","12","335","58","131","41","10","11","0","12","121","41","0","12","0","12","204","51","0","12","81","32","50","29","6","9","0","12","5","8","62","29","0","12",
"1400000US25017354500","Census Tract 3545, Middlesex County, Massachusetts","2903","307","597","220","536","220","510","218","13","20","0","12","13","20","0","12","0","12","33","36","13","20","0","12","0","12","20","30","0","12","0","12","28","42","801","202","689","194","587","171","68","56","0","12","34","38","0","12","0","12","84","54","40","43","13","23","0","12","19","29","0","12","12","19","28","30","1021","140","969","140","848","133","101","61","0","12","20","22","0","12","0","12","16","18","0","12","0","12","0","12","0","12","0","12","0","12","16","18","36","47","484","86","62","42","26","22","3","5","33","36","0","12","0","12","422","90","0","12","170","63","160","60","34","30","0","12","3","5","55","32","0","12",
"1400000US25017354600","Census Tract 3546, Middlesex County, Massachusetts","5982","523","1057","287","1006","273","896","280","44","66","0","17","66","76","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","51","74","1990","402","1751","410","1368","403","171","150","0","17","186","117","26","41","0","17","67","88","67","88","0","17","0","17","0","17","0","17","0","17","172","225","2354","309","2095","292","1716","294","186","117","0","17","193","133","0","17","0","17","20","26","0","17","0","17","0","17","0","17","0","17","0","17","20","26","239","217","581","88","274","101","22","28","0","17","252","103","0","17","0","17","307","109","0","17","141","86","39","36","87","91","0","17","0","17","40","36","0","17",
"1400000US25017354700","Census Tract 3547, Middlesex County, Massachusetts","2854","296","420","98","420","98","346","95","26","26","0","12","48","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1008","243","987","242","886","245","67","45","0","12","34","31","0","12","0","12","21","23","10","16","0","12","0","12","0","12","0","12","11","17","0","12","906","156","827","161","710","158","70","41","17","19","30","37","0","12","0","12","69","48","37","34","12","18","0","12","11","15","0","12","0","12","9","13","10","16","520","109","191","63","62","45","9","14","120","51","0","12","0","12","308","85","7","12","188","79","46","34","10","14","0","12","0","12","57","36","21","31",
"1400000US25017354800","Census Tract 3548, Middlesex County, Massachusetts","2501","164","327","88","327","88","268","81","16","15","0","12","43","49","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1087","153","1032","143","821","128","185","88","0","12","21","19","5","8","0","12","42","27","17","17","0","12","0","12","0","12","0","12","25","21","13","21","766","108","734","109","666","108","57","40","0","12","11","13","0","12","0","12","26","23","8","10","5","8","0","12","0","12","0","12","0","12","13","20","6","10","321","42","91","38","47","30","0","12","44","27","0","12","0","12","230","48","0","12","84","44","54","42","0","12","0","12","11","15","81","40","0","12",
"1400000US25017354900","Census Tract 3549, Middlesex County, Massachusetts","8053","589","1710","298","1482","309","496","196","89","100","0","17","897","379","0","17","0","17","228","147","52","66","0","17","81","99","0","17","0","17","95","82","0","17","2833","433","2601","449","2105","397","166","94","0","17","312","228","18","30","0","17","87","80","63","77","0","17","0","17","0","17","0","17","24","28","145","99","2797","320","2271","367","1378","337","203","136","45","60","643","309","2","5","0","17","450","189","77","82","0","17","0","17","62","45","0","17","0","17","311","172","76","84","713","224","301","159","33","55","15","31","253","147","0","17","0","17","412","207","0","17","54","45","106","105","213","144","0","17","23","39","16","25","0","17",
"1400000US25017355000","Census Tract 3550, Middlesex County, Massachusetts","3121","217","446","77","435","73","297","93","11","18","0","12","116","95","11","18","0","12","11","17","0","12","0","12","0","12","0","12","0","12","11","17","0","12","1106","176","1031","172","855","154","51","44","0","12","103","62","11","17","11","19","59","47","43","40","0","12","7","16","0","12","0","12","9","13","16","26","1141","119","1114","119","886","129","62","45","0","12","145","72","21","34","0","12","27","26","0","12","0","12","0","12","13","22","0","12","0","12","14","15","0","12","428","88","144","70","21","23","0","12","123","68","0","12","0","12","284","85","0","12","77","48","33","28","112","56","0","12","0","12","62","42","0","12",
"1400000US25017356100","Census Tract 3561, Middlesex County, Massachusetts","3253","235","697","102","658","106","597","101","18","28","0","12","43","39","0","12","0","12","39","41","0","12","0","12","0","12","0","12","0","12","39","41","0","12","854","144","825","150","731","155","85","53","0","12","9","15","0","12","0","12","19","25","0","12","0","12","0","12","0","12","0","12","19","25","10","15","1308","164","1280","164","1221","169","32","36","0","12","27","35","0","12","0","12","28","27","8","13","0","12","0","12","0","12","0","12","0","12","20","23","0","12","394","67","92","54","13","21","0","12","79","47","0","12","0","12","302","63","0","12","91","45","160","68","0","12","0","12","0","12","51","44","0","12",
"1400000US25017356300","Census Tract 3563, Middlesex County, Massachusetts","5355","302","1018","138","925","170","764","171","18","31","0","17","143","114","0","17","0","17","93","85","35","50","0","17","0","17","0","17","0","17","58","64","0","17","1235","227","1131","223","872","233","209","134","0","17","50","55","0","17","0","17","77","65","0","17","0","17","37","45","0","17","0","17","40","47","27","42","2380","205","2175","219","1796","209","271","143","19","30","89","69","0","17","0","17","180","84","59","51","21","34","0","17","49","46","0","17","0","17","51","56","25","38","722","118","285","113","41","44","0","17","244","102","0","17","0","17","437","128","0","17","144","78","58","51","15","24","0","17","22","34","198","90","0","17",
"1400000US25017356400","Census Tract 3564, Middlesex County, Massachusetts","7770","370","1983","197","1794","208","1542","215","87","64","0","17","104","73","61","93","0","17","189","120","15","24","0","17","0","17","0","17","0","17","174","113","0","17","1109","208","1045","207","920","203","37","40","0","17","47","51","41","45","0","17","44","49","0","17","0","17","0","17","0","17","0","17","44","49","20","31","3229","201","3057","238","2657","285","312","140","0","17","71","58","0","17","17","27","138","139","0","17","0","17","0","17","20","33","0","17","17","27","101","132","34","39","1449","200","408","151","74","56","0","17","334","146","0","17","0","17","1041","187","0","17","269","100","365","119","126","68","0","17","14","23","267","113","0","17",
"1400000US25017356500","Census Tract 3565, Middlesex County, Massachusetts","7311","419","1726","247","1682","246","1429","170","93","62","0","17","160","163","0","17","0","17","44","52","0","17","0","17","0","17","0","17","0","17","44","52","0","17","1341","295","1268","280","1030","259","58","63","0","17","130","89","0","17","50","72","73","76","61","73","0","17","0","17","0","17","0","17","12","22","0","17","2975","268","2835","263","2381","279","252","125","13","19","189","122","0","17","0","17","92","71","31","36","0","17","15","24","0","17","0","17","0","17","46","56","48","71","1269","170","260","126","78","86","0","17","127","71","0","17","55","80","936","146","0","17","343","107","264","107","48","45","0","17","41","66","240","104","73","117",
"1400000US25017356601","Census Tract 3566.01, Middlesex County, Massachusetts","4610","332","1013","182","948","175","828","155","57","38","0","12","63","57","0","12","0","12","65","41","26","30","0","12","0","12","11","18","0","12","28","25","0","12","827","167","778","165","689","152","53","37","0","12","36","32","0","12","0","12","49","37","12","20","0","12","8","13","0","12","0","12","29","27","0","12","2020","155","1820","167","1456","161","190","67","7","10","167","66","0","12","0","12","186","71","45","36","0","12","0","12","31","26","33","40","0","12","77","52","14","15","750","65","228","104","39","30","0","12","189","95","0","12","0","12","522","85","0","12","281","82","108","58","28","25","0","12","10","14","95","42","0","12",
"1400000US25017356602","Census Tract 3566.02, Middlesex County, Massachusetts","4104","212","998","101","878","130","819","134","43","28","0","12","16","19","0","12","0","12","44","49","44","49","0","12","0","12","0","12","0","12","0","12","76","72","545","149","494","134","465","119","29","31","0","12","0","12","0","12","0","12","26","29","0","12","0","12","0","12","0","12","0","12","26","29","25","27","1960","132","1851","160","1620","169","133","64","0","12","98","62","0","12","0","12","54","44","24","26","0","12","0","12","0","12","20","33","0","12","10","16","55","50","601","91","208","73","54","42","0","12","154","69","0","12","0","12","393","90","0","12","178","58","71","43","31","28","0","12","28","25","85","45","0","12",
"1400000US25017356701","Census Tract 3567.01, Middlesex County, Massachusetts","5634","473","932","221","858","234","743","226","9","17","0","17","106","83","0","17","0","17","49","61","0","17","0","17","0","17","0","17","0","17","49","61","25","42","1437","335","1365","336","1235","339","63","60","0","17","67","54","0","17","0","17","55","63","53","63","0","17","0","17","0","17","0","17","2","5","17","28","2404","271","2199","282","1729","300","216","88","8","13","246","224","0","17","0","17","179","94","52","51","14","23","0","17","18","28","0","17","0","17","95","65","26","30","861","172","255","118","0","17","0","17","255","118","0","17","0","17","606","160","14","21","258","116","156","78","70","44","0","17","0","17","108","75","0","17",
"1400000US25017356702","Census Tract 3567.02, Middlesex County, Massachusetts","7028","412","1595","233","1432","242","1155","236","134","102","0","17","143","150","0","17","0","17","116","101","40","39","0","17","0","17","0","17","0","17","76","84","47","43","1085","286","965","251","741","210","87","55","0","17","137","110","0","17","0","17","95","65","23","36","0","17","10","25","0","17","0","17","62","50","25","34","2911","320","2749","318","2035","325","452","213","55","87","207","122","0","17","0","17","122","78","55","46","0","17","0","17","15","24","0","17","0","17","52","63","40","62","1437","243","398","131","39","45","14","22","345","123","0","17","0","17","1039","221","0","17","537","154","152","75","139","89","0","17","18","29","193","84","0","17",
"1400000US25017357100","Census Tract 3571, Middlesex County, Massachusetts","4442","261","1295","113","1253","110","1076","117","123","68","0","12","32","43","22","36","0","12","42","43","35","42","0","12","0","12","0","12","0","12","7","10","0","12","543","157","502","142","434","142","38","29","0","12","30","25","0","12","0","12","21","34","0","12","0","12","0","12","0","12","0","12","21","34","20","31","1777","160","1655","178","1478","182","84","49","0","12","93","69","0","12","0","12","98","66","54","47","0","12","0","12","0","12","11","17","0","12","33","30","24","25","827","69","263","85","48","31","0","12","215","83","0","12","0","12","550","97","0","12","226","72","123","64","34","56","0","12","0","12","167","67","14","26",
"1400000US25017357200","Census Tract 3572, Middlesex County, Massachusetts","3275","244","946","157","909","162","788","161","72","37","0","12","49","45","0","12","0","12","37","37","27","34","0","12","0","12","0","12","0","12","10","15","0","12","381","112","320","97","260","89","33","29","10","16","17","18","0","12","0","12","51","39","13","21","0","12","0","12","0","12","0","12","38","32","10","15","1443","119","1358","116","1151","130","139","64","9","14","59","49","0","12","0","12","54","44","19","21","0","12","0","12","0","12","0","12","0","12","35","39","31","24","505","64","149","62","38","28","0","12","111","61","0","12","0","12","356","77","0","12","180","75","36","33","46","30","0","12","0","12","94","56","0","12",
"1400000US25017357300","Census Tract 3573, Middlesex County, Massachusetts","3189","184","754","102","697","122","589","124","82","62","0","12","26","26","0","12","0","12","57","58","27","39","0","12","0","12","0","12","0","12","30","43","0","12","746","142","696","137","636","132","37","29","0","12","23","24","0","12","0","12","28","30","18","24","0","12","0","12","0","12","0","12","10","16","22","23","1228","116","1125","119","995","130","75","62","13","20","42","31","0","12","0","12","103","76","66","62","0","12","0","12","15","21","0","12","0","12","22","26","0","12","461","94","204","85","56","47","29","43","119","66","0","12","0","12","257","89","0","12","124","60","58","40","13","17","0","12","0","12","62","45","0","12",
"1400000US25017357400","Census Tract 3574, Middlesex County, Massachusetts","2312","130","622","64","610","65","473","79","100","53","0","12","32","39","5","7","0","12","12","14","0","12","0","12","0","12","0","12","0","12","12","14","0","12","247","62","247","62","158","47","74","68","0","12","15","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1040","80","987","90","852","95","100","51","0","12","30","25","5","8","0","12","37","29","22","24","0","12","0","12","0","12","0","12","5","7","10","16","16","19","403","58","153","48","40","30","0","12","113","43","0","12","0","12","250","59","0","12","152","57","66","36","0","12","0","12","0","12","32","23","0","12",
"1400000US25017357500","Census Tract 3575, Middlesex County, Massachusetts","2232","133","613","73","603","73","522","91","62","53","0","12","19","17","0","12","0","12","10","14","10","14","0","12","0","12","0","12","0","12","0","12","0","12","306","89","278","86","265","82","13","14","0","12","0","12","0","12","0","12","21","16","8","12","0","12","5","8","0","12","0","12","8","11","7","10","997","91","977","91","838","100","108","61","0","12","31","28","0","12","0","12","7","10","0","12","0","12","0","12","7","10","0","12","0","12","0","12","13","13","316","47","116","49","22","16","19","27","75","36","0","12","0","12","200","45","0","12","70","29","64","34","14","14","0","12","0","12","52","28","0","12",
"1400000US25017357600","Census Tract 3576, Middlesex County, Massachusetts","2764","215","764","135","738","136","627","130","86","70","0","12","25","29","0","12","0","12","19","21","10","16","0","12","0","12","0","12","0","12","9","14","7","11","472","113","384","98","223","81","131","63","0","12","30","32","0","12","0","12","78","47","58","41","0","12","10","16","0","12","0","12","10","16","10","16","1274","119","1170","127","922","118","111","72","0","12","137","83","0","12","0","12","84","52","34","39","7","11","0","12","17","24","0","12","0","12","26","25","20","18","254","64","55","35","0","12","0","12","55","35","0","12","0","12","199","57","0","12","67","41","7","12","61","42","0","12","12","18","52","41","0","12",
"1400000US25017357700","Census Tract 3577, Middlesex County, Massachusetts","3760","247","784","88","695","86","581","118","74","60","0","12","40","39","0","12","0","12","66","40","39","30","0","12","0","12","0","12","0","12","27","29","23","35","723","157","605","139","543","140","35","29","0","12","27","42","0","12","0","12","42","38","23","25","0","12","19","30","0","12","0","12","0","12","76","63","1543","166","1338","141","1024","154","205","83","16","17","93","67","0","12","0","12","119","70","39","29","30","42","0","12","8","17","0","12","0","12","42","43","86","87","710","91","301","105","85","59","0","12","216","91","0","12","0","12","409","102","0","12","134","59","117","48","63","50","0","12","8","12","87","47","0","12",
